ScheduleTime,Airline,FlightNumber,Destination,AircraftType,FlightType,Sector,SeatCapacity,LoadFactor
2022-03-25 11:10:00,CN,552,CKE,AT7,J,US,68,0.5730829875637065
2022-03-25 11:40:00,DO,986,YXC,32N,J,CA,180,0.21525122611576827
2022-03-25 11:05:00,DO,764,AIY,321,J,US,200,0.29953163703782215
2022-03-25 13:05:00,DO,915,KWT,AT7,J,US,70,0.2541814429294475
2022-03-25 12:25:00,IA,876,DEN,73H,J,US,186,0.5696474841050148
2022-03-25 12:35:00,VW,771,YYZ,320,J,CA,180,0.5630428039017557
2022-03-25 13:15:00,DO,810,BOW,359,J,US,300,0.11388535192264722
2022-03-25 12:30:00,DO,682,DEN,32N,J,US,180,0.34489578812464194
2022-03-25 12:55:00,DO,1460,YKK,CR9,J,CA,90,0.2899319056949561
2022-03-25 13:30:00,AY,651,YYG,32A,J,CA,174,0.5517191107414389
2022-03-25 13:00:00,SV,1730,RNH,73H,J,US,186,0.5438562183779038
2022-03-25 12:15:00,BZ,1386,NES,73H,J,US,158,0.5540114622511125
2022-03-25 13:50:00,SV,1683,YBR,73H,J,CA,186,0.5401510534365459
2022-03-25 13:10:00,DO,1070,YHM,32N,J,CA,180,0.33889094556975585
2022-03-25 12:35:00,CL,3240,YHZ,73H,J,CA,189,0.5449841481030329
2022-03-25 14:25:00,GM,817,AHT,359,J,US,321,0.22138831841537518
2022-03-25 14:10:00,DO,1124,OFF,32N,J,US,180,0.34003981239614084
2022-03-25 14:55:00,DO,1040,ZSW,CR9,J,CA,90,0.2901254674929246
2022-03-25 13:50:00,CN,514,EST,AT7,J,US,72,0.5576524206998649
2022-03-25 14:30:00,SV,1529,CKE,73H,J,US,186,0.5437811645728773
2022-03-25 14:20:00,FP,550,DXB,77W,J,AE,428,0.39249465459397215
2022-03-25 14:50:00,UK,776,YVR,32A,J,CA,172,0.5487426859992585
2022-03-25 13:50:00,DO,905,CKE,CR9,J,US,90,0.3056605780853236
2022-03-25 14:10:00,DO,716,YLL,CR9,J,CA,90,0.2901254674929246
2022-03-25 14:50:00,DO,668,YYZ,32N,J,CA,180,0.3430283290206075
2022-03-25 15:30:00,VW,772,YYZ,32N,J,CA,180,0.562593153139802
2022-03-25 15:00:00,SV,1528,CKE,73H,J,US,186,0.5452974968208698
2022-03-25 15:15:00,NI,2312,CLR,DH4,J,US,76,0.5426365022762769
2022-03-25 15:20:00,NU,535,UTM,AT7,J,US,48,0.531959672235608
2022-03-25 15:35:00,DO,1016,DEN,32N,J,US,180,0.3450907175903196
2022-03-25 16:15:00,ZY,813,YXC,73H,J,CA,186,0.31696847541238415
2022-03-25 16:00:00,ZL,1743,DFW,320,J,US,180,0.5543273696045014
2022-03-25 16:00:00,DO,1385,YXX,32N,J,CA,180,0.33921199407570957
2022-03-25 17:00:00,CN,515,EST,AT7,J,US,72,0.5648472951714101
2022-03-25 16:55:00,DO,1417,YKF,32N,J,CA,180,0.3398670890589942
2022-03-25 16:45:00,EM,770,PTL,223,J,US,145,0.5555985608609894
2022-03-25 16:30:00,LJ,3140,DEN,320,J,US,186,0.5400469052288802
2022-03-25 17:45:00,DO,1124,OFF,CR9,J,US,90,0.2846152500249531
2022-03-25 16:50:00,LJ,884,SCM,320,J,US,186,0.5322234685698028
2022-03-25 16:45:00,DO,919,KWT,CR9,J,US,90,0.2514389073523084
2022-03-25 17:30:00,DO,989,YXC,321,J,CA,200,0.1812990507117517
2022-03-25 18:00:00,IA,877,DEN,73H,J,US,186,0.5695455209660127
2022-03-25 18:30:00,SV,1530,CKE,73H,J,US,186,0.5444095667044401
2022-03-25 18:30:00,IR,1124,YFI,321,J,CA,220,0.5475456446863254
2022-03-25 17:40:00,AY,653,YYG,320,J,CA,174,0.5514001707038885
2022-03-25 18:40:00,DO,703,YZF,32N,J,CA,180,0.3587367090426577
2022-03-25 17:35:00,BJ,1903,YHZ,319,J,CA,150,0.5504151598394746
2022-03-25 17:20:00,VW,773,YYZ,321,J,CA,220,0.5622995127990039
2022-03-25 18:10:00,NV,1253,YCD,320,J,CA,180,0.5505107329879573
2022-03-25 18:10:00,DO,636,YYJ,321,J,CA,200,0.21181583514536825
2022-03-25 18:00:00,UK,1314,YXX,319,J,CA,131,0.557881133225236
2022-03-25 18:10:00,DO,699,YCD,32N,J,CA,180,0.33946707823336636
2022-03-25 18:00:00,CN,516,EST,AT7,J,US,72,0.5649668282170415
2022-03-25 19:25:00,SV,1579,YXC,73H,J,CA,186,0.3166188560654055
2022-03-25 18:30:00,DO,976,YYJ,32N,J,CA,180,0.23641392700110456
2022-03-25 19:35:00,SV,1712,YLW,73H,J,CA,186,0.5557048175076488
2022-03-25 19:40:00,RS,839,YXC,73H,J,CA,189,0.31155620688823304
2022-03-25 19:40:00,LJ,1385,LAS,320,J,US,186,0.5297049875536528
2022-03-25 20:05:00,DO,1057,YKA,CR9,J,CA,90,0.2896936801712753
2022-03-25 20:10:00,VJ,669,YHZ,319,J,CA,144,0.5508141811470142
2022-03-25 20:40:00,ZY,817,YXC,73H,J,CA,186,0.3049606724344841
2022-03-25 20:40:00,KU,924,YZF,320,J,CA,180,0.5532936110699991
2022-03-25 19:55:00,NH,602,MSP,320,J,US,174,0.5544793469960779
2022-03-25 20:20:00,MD,2024,CKX,320,J,US,180,0.5534132367256446
2022-03-25 20:40:00,BJ,3582,ZSW,32A,J,CA,180,0.5497042990706451
2022-03-25 20:50:00,LJ,1776,YLW,320,J,CA,186,0.5154587661536708
2022-03-25 21:25:00,DO,1460,YKK,CR9,J,CA,90,0.25083261754368313
2022-03-25 21:20:00,LJ,3256,YEG,319,J,CA,156,0.5410081855441127
2022-03-25 21:40:00,CN,529,ONL,AT7,J,US,68,0.5553104321249509
2022-03-25 20:10:00,DO,1456,AUM,32N,J,US,180,0.2966437184782368
2022-03-25 21:40:00,LJ,3154,DEN,320,J,US,186,0.5350890965228836
2022-03-25 22:15:00,LJ,2396,YKA,319,J,CA,156,0.5184351572020334
2022-03-25 21:05:00,CL,1496,ICL,7M8,J,US,197,0.549685860016658
2022-03-25 21:45:00,CL,701,YBR,7M8,J,CA,197,0.5460592439617635
2022-03-25 22:55:00,PL,3779,YWG,73H,J,CA,189,0.542988647254961
2022-03-25 22:15:00,DO,976,YYJ,32N,J,CA,180,0.14336118881355878
2022-03-25 23:30:00,DO,991,YXC,32N,J,CA,180,0.12172351848452866
2022-03-26 05:55:00,MC,751,YXH,32N,J,CA,174,0.5547171612728967
2022-03-26 06:00:00,UK,1315,YXX,319,J,CA,131,0.5758185213635205
2022-03-26 06:50:00,DO,2567,YXU,32N,J,CA,180,0.5559679478669007
2022-03-26 05:40:00,PW,950,YLW,319,J,CA,143,0.5993834168388603
2022-03-26 07:40:00,SV,1704,HUS,73H,J,US,186,0.5378890287458328
2022-03-26 06:25:00,NV,1256,YCD,320,J,CA,180,0.5576930914766056
2022-03-26 07:30:00,SV,1670,YEG,73H,J,CA,186,0.5355488343664621
2022-03-26 06:30:00,AY,2874,BXK,32A,C,US,174,0.5373674419414647
2022-03-26 08:15:00,NS,635,XLB,734,C,CA,168,0.5261777670390677
2022-03-26 07:20:00,DO,1437,PHX,32N,J,US,180,0.35214684351426584
2022-03-26 08:25:00,DO,972,YYJ,32N,J,CA,180,0.233463092049425
2022-03-26 08:40:00,DO,987,YXC,32N,J,CA,180,0.218532826470159
2022-03-26 08:10:00,DO,764,AIY,321,J,US,200,0.3075241968021873
2022-03-26 08:35:00,SV,3745,XLB,73H,C,CA,186,0.525506940649575
2022-03-26 07:35:00,DO,1123,OFF,CR9,J,US,90,0.2902195683748683
2022-03-26 08:55:00,DO,644,YXE,AT7,J,CA,70,0.2842184405499916
2022-03-26 08:15:00,IK,878,RNH,32B,C,US,212,0.5451578233161107
2022-03-26 07:55:00,DO,1061,LAS,321,J,US,200,0.3083425675408052
2022-03-26 08:55:00,DO,1028,YFI,CR9,J,CA,90,0.30710839694288583
2022-03-26 08:35:00,DO,1445,RNH,321,J,US,200,0.3075241968021873
2022-03-26 08:20:00,EM,544,GBR,223,J,US,145,0.5476715398135013
2022-03-26 08:55:00,TN,554,DOH,788,J,QA,254,0.39358585037300853
2022-03-26 08:55:00,CL,1497,ICL,73H,J,US,189,0.5385591711884732
2022-03-26 09:15:00,LJ,2394,YKA,320,J,CA,186,0.5171341972802793
2022-03-26 09:30:00,KU,922,YZF,223,J,CA,145,0.5562779726949577
2022-03-26 10:00:00,PW,1083,YLW,223,J,CA,148,0.5901998605910029
2022-03-26 09:25:00,NH,600,MSP,320,J,US,174,0.5546180685209003
2022-03-26 09:20:00,IA,875,DEN,73J,J,US,188,0.5668378212794464
2022-03-26 09:45:00,DO,972,YYJ,CR9,J,CA,90,0.26085355566173796
2022-03-26 10:55:00,CN,512,EST,AT7,J,US,72,0.5522833986002852
2022-03-26 10:25:00,LJ,3140,DEN,319,J,US,156,0.5458159637716751
2022-03-26 10:45:00,VW,771,YYZ,32A,J,CA,180,0.56026008700341
2022-03-26 10:25:00,LJ,988,YQQ,320,J,CA,186,0.5235592288242528
2022-03-26 10:40:00,DO,3027,AIV,32N,C,US,180,0.5998557261569181
2022-03-26 12:05:00,DO,915,KWT,AT7,J,US,70,0.2547261783475328
2022-03-26 10:45:00,GQ,1094,CYT,32Q,J,US,190,0.5511203638110683
2022-03-26 11:25:00,CN,552,CKE,AT7,J,US,72,0.5729213391863588
2022-03-26 11:55:00,WU,644,MKG,734,J,US,158,0.5544354702317622
2022-03-26 12:35:00,DO,973,YYJ,32N,J,CA,180,0.24043554630856737
2022-03-26 12:00:00,DO,986,YXC,32N,J,CA,180,0.22028637167053933
2022-03-26 12:35:00,SV,1724,YAD,73H,J,CA,186,0.540310889907593
2022-03-26 12:10:00,DO,753,HFD,CR9,J,US,90,0.2897164799837439
2022-03-26 12:55:00,IA,876,DEN,73H,J,US,186,0.5690091985672755
2022-03-26 12:30:00,NV,1252,YCD,320,J,CA,180,0.5504032244431691
2022-03-26 12:30:00,SH,617,SIN,359,J,SG,253,0.1823890520916801
2022-03-26 11:55:00,DO,682,DEN,CR9,J,US,90,0.3007290399949275
2022-03-26 12:30:00,DO,810,BOW,359,J,US,300,0.12028684432125089
2022-03-26 12:40:00,JZ,822,YHM,319,J,CA,144,0.5522678129457849
2022-03-26 11:55:00,IR,1244,BKL,320,J,US,180,0.5538047226652761
2022-03-26 13:40:00,MC,753,YXH,32Q,J,CA,216,0.5475423052889055
2022-03-26 12:45:00,UK,1313,YXX,319,J,CA,131,0.5575821939188363
2022-03-26 14:30:00,CL,2961,YQU,73H,J,CA,189,0.5409114120438501
2022-03-26 14:15:00,DO,716,YLL,AT7,J,CA,70,0.2948821196733123
2022-03-26 14:20:00,DO,1040,ZSW,CR9,J,CA,90,0.2963866905133191
2022-03-26 14:00:00,CN,552,CKE,AT7,J,US,72,0.5755744940546125
2022-03-26 13:40:00,FP,550,DXB,77W,J,AE,428,0.39150350513805576
2022-03-26 15:00:00,PJ,600,BBF,DH4,J,US,78,0.542405854553292
2022-03-26 14:10:00,DO,705,YQQ,321,J,CA,200,0.3052935387519639
2022-03-26 14:15:00,WT,753,CAI,32N,J,EG,142,0.5527540207999564
2022-03-26 14:50:00,DO,668,YYZ,32N,J,CA,180,0.3480738256311703
2022-03-26 15:40:00,LJ,1162,YWG,320,J,CA,186,0.5222849196242171
2022-03-26 15:00:00,CN,515,EST,AT7,J,US,72,0.5636190726103748
2022-03-26 15:20:00,SV,1724,YXU,73H,J,CA,186,0.6306112321881738
2022-03-26 14:40:00,CL,3779,YWG,73H,J,CA,189,0.5445584801868235
2022-03-26 15:30:00,RZ,1148,PEC,DH4,J,US,78,0.542405854553292
2022-03-26 15:05:00,DO,727,BWI,319,J,US,150,0.34890675851139613
2022-03-26 15:35:00,ZL,1743,DFW,320,J,US,180,0.5540891794604061
2022-03-26 15:35:00,DO,814,ORD,333,J,US,262,0.12212620904473319
2022-03-26 16:15:00,DO,701,YZF,32N,J,CA,180,0.36251494612693913
2022-03-26 16:05:00,PL,2960,YQU,73H,J,CA,189,0.540692928448637
2022-03-26 16:20:00,IR,1121,RNH,320,J,US,180,0.5541842771449987
2022-03-26 16:40:00,CL,3040,FTL,73H,J,US,189,0.5485175700248628
2022-03-26 17:35:00,PU,1090,BKT,738,J,US,189,0.5495035295942131
2022-03-26 16:30:00,DO,1457,AUM,CR9,J,US,90,0.2949226796316567
2022-03-26 16:50:00,DO,989,YXC,321,J,CA,200,0.18665950545228285
2022-03-26 17:45:00,FZ,748,XLB,73H,C,CA,189,0.5184122313523211
2022-03-26 17:10:00,IR,1137,YXJ,320,J,CA,180,0.5513293933274046
2022-03-26 17:20:00,DO,636,YYJ,CR9,J,CA,90,0.26851080174354414
2022-03-26 17:10:00,IR,1139,PHX,320,J,US,180,0.5557219594084417
2022-03-26 17:45:00,PW,850,YLW,319,J,CA,143,0.5869434304772378
2022-03-26 17:35:00,UK,1314,YXX,320,J,CA,159,0.5504768815325223
2022-03-26 18:30:00,AY,653,YYG,320,J,CA,174,0.5510414496790124
2022-03-26 18:20:00,FZ,609,AMN,73H,C,US,189,0.5276842209658726
2022-03-26 19:20:00,UK,777,YVR,319,J,CA,131,0.5536659606787712
2022-03-26 18:55:00,SV,1698,AMN,73H,J,US,186,0.5443955055969978
2022-03-26 19:35:00,DO,990,YXC,32N,J,CA,180,0.21207343908231385
2022-03-26 20:00:00,DO,648,YXE,32N,J,CA,180,0.3021906630906374
2022-03-26 20:40:00,DO,1125,OFF,32N,J,US,180,0.30528464449955317
2022-03-26 20:50:00,MD,2574,ZTM,320,J,CA,180,0.5492276477196553
2022-03-26 22:35:00,CL,2961,YQU,320,J,CA,180,0.5478525633281468
2022-03-27 05:45:00,IA,874,DEN,73H,J,US,186,0.5774931995158428
2022-03-27 05:20:00,DO,1437,PHX,32N,J,US,180,0.3847811982882552
2022-03-27 06:30:00,SV,1763,PNN,73H,J,US,186,0.5488636092323054
2022-03-27 05:50:00,UK,1315,YXX,319,J,CA,131,0.5747489124167914
2022-03-27 06:35:00,SV,1743,BWI,73H,J,US,186,0.5488636092323054
2022-03-27 05:40:00,PW,950,YLW,320,J,CA,174,0.59884255193257
2022-03-27 07:25:00,SV,1687,DAN,73H,J,US,186,0.5373210614579541
2022-03-27 06:40:00,ML,653,YKF,E75,J,CA,82,0.5414622815123737
2022-03-27 07:45:00,CL,2961,YQU,73H,J,CA,189,0.5324223786936693
2022-03-27 07:30:00,DO,667,YYZ,32N,J,CA,180,0.34776164433388285
2022-03-27 08:25:00,CL,2781,HFD,73H,J,US,189,0.538129411406866
2022-03-27 08:40:00,DO,698,KEF,32N,J,IS,180,0.3450115568608219
2022-03-27 07:55:00,DO,727,BWI,32N,J,US,180,0.3458299275994398
2022-03-27 08:05:00,SV,1670,YEG,73H,J,CA,186,0.5358025075431945
2022-03-27 08:25:00,DO,1043,ZSW,32N,J,CA,180,0.3431998133535663
2022-03-27 08:30:00,DO,1123,OFF,CR9,J,US,90,0.2881162932982322
2022-03-27 07:30:00,DO,1350,DEN,32N,J,US,180,0.35132771958062536
2022-03-27 08:50:00,SV,1679,DEN,73H,J,US,186,0.5470945930886756
2022-03-27 07:30:00,PO,569,RNH,73H,C,US,189,0.5271857250587151
2022-03-27 09:15:00,DO,1061,LAS,32N,J,US,180,0.34589526682925176
2022-03-27 08:45:00,JZ,817,YHM,32B,J,CA,209,0.538061720681284
2022-03-27 09:50:00,DO,902,CKE,32N,J,US,180,0.3405354677072869
2022-03-27 09:45:00,DO,972,YYJ,CR9,J,CA,90,0.2604404459274302
2022-03-27 09:45:00,KU,922,YZF,320,J,CA,180,0.553751519156472
2022-03-27 09:25:00,VW,775,YYZ,320,J,CA,180,0.556066807098967
2022-03-27 09:00:00,UK,775,YVR,32N,J,CA,172,0.5451875122129349
2022-03-27 09:15:00,SV,1884,YYJ,73H,J,CA,186,0.4176076900333745
2022-03-27 09:00:00,PU,2557,UGB,32Q,C,US,239,0.5334243923523069
2022-03-27 09:35:00,DO,1028,YFI,319,J,CA,150,0.35488511181359816
2022-03-27 10:20:00,NH,600,MSP,320,J,US,174,0.5539089448548181
2022-03-27 10:15:00,DO,754,OBT,CR9,J,US,90,0.28902220962859976
2022-03-27 10:55:00,SV,1566,YYJ,73H,J,CA,186,0.4217106419705991
2022-03-27 10:25:00,ML,654,YKF,E95,J,CA,118,0.5601455392149454
2022-03-27 11:05:00,DO,1345,YDQ,CR9,J,CA,90,0.2957423727413359
2022-03-27 10:15:00,DO,705,YQQ,32N,J,CA,180,0.34403161676991784
2022-03-27 11:35:00,ZY,811,YXC,73H,J,CA,186,0.3273586227551122
2022-03-27 10:50:00,DO,903,CKE,CR9,J,US,90,0.3153766628262938
2022-03-27 10:25:00,DO,1460,YKK,CR9,J,CA,90,0.29581020288367477
2022-03-27 12:10:00,BT,660,NPA,DH4,J,US,76,0.5410102263360902
2022-03-27 11:35:00,DO,1454,AUM,32N,J,US,180,0.3452257866423879
2022-03-27 11:15:00,DO,904,CKE,AT7,J,US,70,0.332654888562521
2022-03-27 11:50:00,CL,3040,FTL,73H,J,US,189,0.5479618476601217
2022-03-27 11:40:00,DO,808,LUL,32Q,J,US,157,0.34338665567830956
2022-03-27 12:05:00,IR,1138,YXU,320,J,CA,180,0.613677994424063
2022-03-27 11:00:00,LJ,3255,YEG,319,J,CA,156,0.5432295542973763
2022-03-27 11:20:00,DO,753,HFD,AT7,J,US,70,0.30369175217376887
2022-03-27 11:05:00,GQ,3125,ASE,73H,J,US,189,0.548476718515388
2022-03-27 11:30:00,SV,1529,CKE,73H,J,US,186,0.5442268453336168
2022-03-27 12:55:00,SH,617,SIN,359,J,SG,253,0.1823192313513039
2022-03-27 12:20:00,JZ,822,YHM,32B,J,CA,209,0.5450094578171996
2022-03-27 13:20:00,DO,809,HBR,333,J,US,266,0.12591069112450387
2022-03-27 12:40:00,OK,750,YOW,320,J,CA,174,0.5509956896820765
2022-03-27 12:40:00,DO,1415,DAB,CR9,J,US,88,0.29053316870733714
2022-03-27 12:45:00,UK,1313,YXX,320,J,CA,159,0.5504311215355864
2022-03-27 12:05:00,PU,857,ASE,32Q,J,US,239,0.5511393326419917
2022-03-27 12:25:00,CN,554,CKE,AT7,J,US,72,0.5715823816267896
2022-03-27 13:45:00,LJ,3144,DEN,320,J,US,186,0.5390570037900378
2022-03-27 13:25:00,DO,725,YVR,32N,J,CA,180,0.34444043059947954
2022-03-27 12:45:00,LJ,2828,YYF,319,J,CA,156,0.5310686787595497
2022-03-27 13:05:00,LJ,1775,YLW,320,J,CA,186,0.5206266954059432
2022-03-27 13:15:00,DO,1057,YKA,CR9,J,CA,90,0.31164902559096547
2022-03-27 14:20:00,SV,1606,GBR,73H,J,US,186,0.5436228539781611
2022-03-27 13:10:00,CN,514,EST,AT4,J,US,46,0.5754453261629822
2022-03-27 13:40:00,IR,1137,YXJ,320,J,CA,180,0.5512836333304687
2022-03-27 14:05:00,DO,1385,YXX,32N,J,CA,180,0.3434330050560477
2022-03-27 14:10:00,DO,652,YXC,32N,J,CA,180,0.22390260639694418
2022-03-27 14:00:00,DO,1124,OFF,32N,J,US,180,0.3451593497232128
2022-03-27 14:40:00,DO,1345,YQR,32N,J,CA,180,0.3436536942292071
2022-03-27 14:55:00,GM,817,YXN,359,J,CA,321,0.19650929269026823
2022-03-27 15:35:00,LJ,2394,YKA,320,J,CA,180,0.518188735331558
2022-03-27 15:30:00,SV,1574,YXC,73H,J,CA,186,0.33731993506014374
2022-03-27 15:35:00,GQ,1094,CYT,321,J,US,180,0.5531690719981391
2022-03-27 14:20:00,ZY,813,YXC,73H,J,CA,186,0.32735917309274676
2022-03-27 15:10:00,PW,1117,YLW,319,J,CA,143,0.5864877991267714
2022-03-27 15:50:00,DO,1031,YCD,32N,J,CA,180,0.3436817421963675
2022-03-27 15:05:00,DO,974,YYJ,32N,J,CA,180,0.24601946242670408
2022-03-27 16:20:00,DO,1016,DEN,32N,J,US,180,0.3509827553216604
2022-03-27 15:40:00,ZL,1743,DFW,320,J,US,180,0.5534820087170469
2022-03-27 15:05:00,FP,550,DXB,77W,J,AE,428,0.3911470469146683
2022-03-27 15:20:00,WT,753,CAI,32N,J,EG,142,0.5523638199578171
2022-03-27 16:25:00,PU,858,ASE,32Q,J,US,239,0.5516381688683847
2022-03-27 15:10:00,IR,1121,GWV,320,J,US,180,0.5535771064016395
2022-03-27 15:15:00,DO,703,YZF,32N,J,CA,180,0.36202493794265345
2022-03-27 16:40:00,DO,653,YXC,32N,J,CA,180,0.2241599191117965
2022-03-27 16:35:00,SV,1600,YKA,73H,J,CA,186,0.5369022798305376
2022-03-27 16:10:00,TN,553,DOH,788,J,QA,254,0.39391913814855833
2022-03-27 16:20:00,VW,772,YYZ,319,J,CA,144,0.573029982707698
2022-03-27 16:15:00,LJ,1975,SFO,319,J,US,156,0.5367938461083429
2022-03-27 16:10:00,CL,1391,YYF,73H,J,CA,189,0.5448651390745483
2022-03-27 16:35:00,DO,1457,AUM,32N,J,US,180,0.3462072922815658
2022-03-27 16:10:00,JZ,818,YHM,32B,J,CA,209,0.5448154614215713
2022-03-27 17:50:00,SV,1719,YFI,73H,J,CA,186,0.5454909430169024
2022-03-27 17:35:00,DO,969,YYJ,32N,J,CA,180,0.24625620614633073
2022-03-27 17:15:00,OK,636,OWB,320,J,US,174,0.554333236172804
2022-03-27 17:15:00,DO,717,YLL,AT7,J,CA,70,0.295600090839032
2022-03-27 17:40:00,SV,1680,DEN,73H,J,US,186,0.5515406586473843
2022-03-27 17:30:00,DO,686,YLW,32N,J,CA,180,0.3451144450216098
2022-03-27 17:35:00,LJ,884,SCM,320,J,US,186,0.5295037231366612
2022-03-27 18:25:00,DO,752,HFD,CR9,J,US,88,0.2961977776457712
2022-03-27 17:45:00,DO,680,YWG,CR9,J,CA,90,0.2999164220318521
2022-03-27 18:35:00,DO,684,DEN,32N,J,US,180,0.35122278842418553
2022-03-27 17:30:00,DO,919,KWT,AT7,J,US,70,0.256425097856179
2022-03-27 19:00:00,CL,1095,ICL,73H,J,US,189,0.5478149992873433
2022-03-27 17:40:00,SV,1575,YXC,73H,J,CA,186,0.3347283449892289
2022-03-27 19:25:00,DO,1417,YKF,CR9,J,CA,90,0.29956901943757613
2022-03-27 18:05:00,CN,516,EST,AT7,J,US,72,0.5578461102170185
2022-03-27 17:55:00,NV,1253,YCD,319,J,CA,141,0.5517546528878808
2022-03-27 18:20:00,NU,541,UTM,AT7,J,US,48,0.5316362609513964
2022-03-27 19:30:00,SV,1673,YEG,73H,J,CA,186,0.5431857541670247
2022-03-27 18:20:00,ZY,816,YXC,73H,J,CA,186,0.31435951993745365
2022-03-27 18:35:00,UK,777,YVR,32N,J,CA,172,0.5447435081647306
2022-03-27 19:30:00,JZ,820,YHM,32B,J,CA,209,0.5441376675705987
2022-03-27 19:10:00,CL,2551,FTL,73H,J,US,189,0.5478149992873433
2022-03-27 19:55:00,EM,546,GBR,223,J,US,145,0.5538193405402221
2022-03-27 20:20:00,SV,1530,CKE,73H,J,US,186,0.5409733740538422
2022-03-27 19:40:00,PU,2175,UGB,32Q,J,US,239,0.5516316885831704
2022-03-27 19:10:00,SV,1683,YBR,73H,J,CA,186,0.5384386497233609
2022-03-27 19:10:00,KU,924,YZF,320,J,CA,180,0.5528276798694147
2022-03-27 20:25:00,CL,1849,YXU,7M8,J,CA,197,0.6302607237558598
2022-03-27 19:35:00,BJ,1903,YHZ,319,J,CA,150,0.548754990179888
2022-03-27 20:50:00,VJ,669,YHZ,320,J,CA,180,0.5489306752426314
2022-03-27 20:20:00,QU,635,YPJ,319,J,CA,140,0.5504655839806659
2022-03-27 19:55:00,IR,3315,DEN,320,J,US,180,0.5609081161699605
2022-03-27 20:00:00,SV,1581,YXC,73H,J,CA,186,0.3243211261089713
2022-03-27 19:50:00,DO,1000,YYZ,32N,J,CA,180,0.3472736326302026
2022-03-27 20:10:00,FB,591,ARB,320,J,US,174,0.553408871929378
2022-03-27 21:05:00,CN,529,ONL,AT7,J,US,68,0.5513286833730301
2022-03-27 21:45:00,SV,1890,YYJ,73H,J,CA,186,0.4152422183335042
2022-03-27 21:50:00,DO,970,YYJ,32N,J,CA,180,0.1761340229980398
2022-03-27 21:00:00,LJ,1776,YLW,320,J,CA,186,0.51581173071915
2022-03-27 21:10:00,DO,747,YJO,CR9,J,CA,88,0.2581435496534827
2022-03-27 21:20:00,ZT,571,KEF,7M8,J,IS,160,0.5533163657131185
2022-03-27 22:10:00,DO,683,DEN,32N,J,US,180,0.27964096677467465
2022-03-27 22:15:00,IA,878,DEN,E75,J,US,88,0.5567184607606183
2022-03-27 22:35:00,CL,701,YBR,7M8,J,CA,197,0.5470950466943234
2022-03-27 22:55:00,LJ,1162,YWG,320,J,CA,186,0.5169159210270078
2022-03-27 23:15:00,SV,1532,CKE,73H,J,US,186,0.534286817949435
2022-03-27 23:00:00,DO,908,CKE,32N,J,US,180,0.2707682389227537
2022-03-27 23:50:00,DO,976,YYJ,32N,J,CA,180,0.14640099510539306
2022-03-27 22:15:00,DO,991,YXC,738,J,CA,183,0.1430379988818871
2022-03-27 23:35:00,WN,671,AHT,789,C,US,345,0.3942925475674009
2022-03-28 00:45:00,GQ,3095,BKT,73H,J,US,189,0.526012303137272
2022-03-28 06:25:00,IA,874,DEN,73H,J,US,186,0.5486086194067383
2022-03-28 06:25:00,SV,1721,YXJ,73H,J,CA,186,0.5113328907952824
2022-03-28 06:25:00,UK,1315,YXX,320,J,CA,159,0.5453580523864314
2022-03-28 06:35:00,PW,950,YLW,319,J,CA,143,0.5928593204595338
2022-03-28 06:40:00,NV,1256,YCD,320,J,CA,180,0.5347263270085356
2022-03-28 07:15:00,JZ,820,YHM,E90,J,CA,100,0.5417176819450669
2022-03-28 06:40:00,SV,1670,YEG,73H,J,CA,186,0.5151004460443798
2022-03-28 06:15:00,SV,1564,YYJ,73H,J,CA,186,0.36600013562672307
2022-03-28 07:10:00,SV,1743,BWI,73H,J,US,186,0.5030076888125076
2022-03-28 07:15:00,IK,874,HUS,32B,C,US,212,0.5175282147839602
2022-03-28 08:00:00,VW,770,YYZ,320,J,CA,180,0.5324019368951224
2022-03-28 07:35:00,CL,2961,YQU,73H,J,CA,189,0.510872119348659
2022-03-28 06:55:00,CN,510,EST,AT4,J,US,46,0.5426826538101559
2022-03-28 07:25:00,DO,914,KWT,AT7,J,US,70,0.22691458804641018
2022-03-28 07:15:00,DO,667,YYZ,32N,J,CA,180,0.3325130703599685
2022-03-28 08:45:00,DO,972,YYJ,32N,J,CA,180,0.22635578903190023
2022-03-28 08:05:00,DO,987,YXC,32N,J,CA,180,0.21277556260099895
2022-03-28 08:40:00,DO,723,YBS,73G,J,CA,141,0.3304101737942608
2022-03-28 08:50:00,DO,1454,AUM,32N,J,US,180,0.32910737122270095
2022-03-28 07:50:00,CN,551,CKE,AT7,J,US,68,0.4680018044341617
2022-03-28 08:10:00,DO,1047,YLL,CR9,J,CA,90,0.28084772422101806
2022-03-28 08:25:00,NU,534,UTM,AT7,J,US,64,0.46349356114867096
2022-03-28 07:55:00,IK,882,RNH,32B,C,US,212,0.5175282147839602
2022-03-28 08:35:00,DO,704,YQQ,32N,J,CA,180,0.32990277562568
2022-03-28 07:50:00,DO,644,YXE,CR9,J,CA,90,0.2824117824006207
2022-03-28 08:10:00,DO,688,YLW,32N,J,CA,180,0.3383224216925649
2022-03-28 08:00:00,DO,759,YOW,32N,J,CA,180,0.32990277562568
2022-03-28 08:20:00,NI,2311,CLR,DH4,J,US,76,0.5048053084435435
2022-03-28 09:00:00,SV,1884,YYJ,73H,J,CA,186,0.36693024363766236
2022-03-28 08:10:00,UK,1313,YXX,319,J,CA,131,0.5459340741331565
